,lambda_all,alpha_all,weight_1_all,alpha_1_all,alpha_2_all,alpha_me_all,rmse_all,lambda_monthly,alpha_monthly,weight_1_monthly,alpha_1_monthly,alpha_2_monthly,alpha_me_monthly,rmse_monthly,lambda_seasonal,alpha_seasonal,weight_1_seasonal,alpha_1_seasonal,alpha_2_seasonal,alpha_me_seasonal,rmse_seasonal
02233473,0.20602739726027397,17.957676,0.9820127105745896,18.252829025026898,0.18716202549098096,17.92787664404316,1.9248364913826908,"[0.23607038 0.24698311 0.23900293 0.23484848 0.27492669 0.57045455
 0.60117302 0.60483871 0.49772727 0.28519062 0.25681818 0.2165558 ]","[ 8.97294521  8.60219383 12.24966908  9.89713287 11.26041794 12.33301544
 11.00017643 10.86583138 12.14500713 10.16158104  8.90714264  9.57674503]","[0.7        0.70559786 0.71311442 0.71326202 0.7        0.7
 0.99       0.7        0.7        0.83003028 0.7        0.7       ]","[10.3844172   9.76297898 13.3192306  11.01822763 11.26041794 12.33483575
 11.00017643 10.86583138 12.71242892 10.57457748 10.65792404 11.48727601]","[ 7.17835617  6.88175507  9.79973526  7.91770884 11.26041794 12.33301544
 11.00017643 10.86583138  9.71600571  8.12926483  7.12571411  7.66139603]","[ 8.14017448  7.72999356 10.80942772  8.80674535 11.26041794 12.33356153
 11.00017643 10.86583138 10.61493267  8.54489395  8.18537709  8.80916002]","[ 2.59341776  1.41100492  2.24313815  2.15044759  1.43500152  2.18129726
  1.00525214  1.46709202 10.57111894  4.72290581  7.43290791  4.09657663]",[0.24049358 0.35914086 0.56867589 0.25291058],[ 9.97230721 11.52818489 11.27876759  9.57723999],[0.7        0.99       0.74744287 0.7       ],[11.24549959 11.52818489 11.64555308 10.98512582],[ 7.97784576 11.52818489  9.71986665  7.66179199],[ 8.95814191 11.52818489 10.20621249  8.65879214],[1.98966069 0.83035836 5.45747717 5.10424215]
02234308,0.20759221678405157,18.746262,0.001,374.92523193359375,18.438346532550618,18.79483341795166,2.9831765410453706,"[0.23387097 0.23652454 0.22947214 0.22424242 0.26026393 0.55
 0.57917889 0.58431085 0.47575758 0.271261   0.24242424 0.20694752]","[ 9.32055092  9.17149448 12.93458843 10.50718689 11.93549442 12.63980675
 11.23772049 11.26943302 12.68501186 10.74774551  9.15421867 10.09684658]","[0.7176762  0.7        0.7        0.71651869 0.99       0.7
 0.99       0.99       0.7468441  0.7        0.7        0.7       ]","[10.14214346  9.97566596 14.334947   11.63562422 11.93549442 12.63980675
 11.23772049 11.26946257 13.34767358 12.29564246 11.33628709 11.68948876]","[ 7.45644073  7.33741345 10.34767075  8.40575028 11.93549442 12.63980675
 11.23772049 11.26943302 10.14800949  8.59819641  7.32337494  8.07747726]","[ 8.21467853  8.12888921 11.54385362  9.32135917 11.93549442 12.63980675
 11.23772049 11.26943332 10.95802332  9.70743023  8.52724858  9.16108071]","[2.9873476  1.17194303 1.81438361 1.99063472 1.59232013 2.34177853
 1.36556581 2.1337613  9.50510898 4.31975874 7.28082523 4.00224303]",[0.23319063 0.34390609 0.54718379 0.24027743],[10.49481678 11.99980259 11.65947056 10.03415775],[0.74309642 0.7        0.99       0.7       ],[11.54884219 11.99980259 11.65947056 11.59621582],[ 8.39585342 11.99980259 11.16139161  8.0273262 ],[ 9.20586752 11.99980259 11.16637239  9.09799309],[1.78903184 1.19022266 5.03710598 4.86749677]
02234324,0.2139724630290668,18.24689,0.008815634598147899,91.3248542089433,17.395395210060034,18.047130306632944,2.1065412957929452,"[0.23753666 0.24054706 0.23753666 0.23181818 0.26759531 0.56893939
 0.59530792 0.59897361 0.49393939 0.28005865 0.25       0.2165558 ]","[ 9.15970612  9.03028488 12.49047852 10.14670944 11.51273441 12.25747395
 10.91134071 10.93073368 12.21990776 10.49874401  8.98410416  9.58863926]","[0.7        0.7        0.7        0.72058165 0.7        0.87765286
 0.77561962 0.7651873  0.7        0.7        0.7        0.70360284]","[10.37972089 10.08984354 13.71508252 10.92652049 11.51273441 12.25747395
 10.91134071 10.93152679 13.30871866 11.68709265 10.9148872  10.80605611]","[ 7.32776489  7.22422791  9.99238281  8.11736755 11.51273441 12.25747395
 10.91134071 10.93073368  9.77592621  8.39899521  7.18728333  7.67091141]","[ 8.24335169  8.08391259 11.10919273  8.90229642 11.51273441 12.25747395
 10.91134071 10.93091991 10.83576395  9.38542444  8.30556449  8.6001594 ]","[2.75995684 1.04298129 2.09307969 2.36186261 1.70391461 2.06188822
 1.17677947 2.20993717 9.93085446 4.16880241 7.609197   4.30312008]",[0.23847897 0.35514486 0.56348814 0.24894724],[10.25841045 11.61209869 11.29232693  9.73606586],[0.81411639 0.89177454 0.99       0.7       ],[11.1267246  11.61209869 11.29326551 11.14262907],[ 8.20672836 11.61209869 10.5438444   7.78885269],[ 8.7495078  11.61209869 10.55133861  8.79498561],[1.9092838  1.02542333 5.30264122 4.97711612]
02234990,0.2170503157465879,17.32667,0.9703205894347317,17.861256277567282,0.31034914564487326,17.34035569900606,5.175628825174436,"[0.24633431 0.25744167 0.24853372 0.23787879 0.27639296 0.57727273
 0.62463343 0.62683284 0.51363636 0.2888563  0.26060606 0.22320769]","[ 9.01810074  8.72569561 12.11853409  9.97151566 11.09190559 11.80265713
 10.24656868 10.36956215 11.36749268  9.72588062  8.24492931  9.3274889 ]","[0.7        0.7        0.7        0.7        0.7621143  0.99
 0.99       0.81651661 0.7        0.7        0.7        0.7       ]","[10.36707883  9.50291744 13.95228874 10.84313989 11.69043264 11.80265713
 10.24656868 10.37162333 13.01042677 10.32890916  9.87193153 10.10365731]","[ 7.21448059  6.98055649  9.69482727  7.97721252  8.96020596 11.80265713
 10.24656868 10.36956215  9.09399414  7.7807045   6.59594345  7.46199112]","[ 8.16026006  7.73726477 10.97206571  8.83699073  9.60968785 11.80265713
 10.24656868 10.36994034 10.26892393  8.5451659   7.57873987  8.25449098]","[2.76280498 1.50460475 2.2323414  2.27262297 2.23509976 1.94923826
 1.05110547 2.48971604 8.2774057  4.06052646 7.36655067 4.77008679]",[0.25056661 0.36288711 0.58917984 0.25761704],[ 9.98039055 11.2225256  10.60931301  9.12033939],[0.71538565 0.7        0.7        0.7       ],[10.90122027 11.2225256  10.95270571 10.51386756],[ 8.4105791  11.2225256   9.60233542  7.29627151],[ 9.11945132 11.2225256  10.00744651  8.26155033],[2.25574797 1.12719522 4.52276637 4.82584793]
02234344,0.21819314641744547,18.385273,0.9902012363990095,18.385272979736328,0.47103422135568995,18.209735589051252,6.6188984167822795,"[0.24046921 0.24296058 0.23973607 0.23560606 0.27199413 0.57272727
 0.60483871 0.60410557 0.50227273 0.2829912  0.25530303 0.2187731 ]","[ 9.00150108  8.92474174 12.37927437  9.97226524 11.2524004  12.22690964
 10.71858215 10.77342606 12.02452564 10.4744339   8.93829346  9.44660282]","[0.7        0.81768738 0.70000054 0.7356123  0.7        0.7844974
 0.99       0.7        0.7        0.70565338 0.7        0.7       ]","[10.27607499  9.52415518 13.89875892 10.50817727 11.2524004  12.22690964
 10.71858215 10.77342606 13.04323379 11.34882992 10.68477335 10.82827484]","[ 7.20120087  7.1397934   9.90342316  8.30958878 11.2524004  12.22690964
 10.71858215 10.77342606  9.61962051  8.38088197  7.15063477  7.55728226]","[ 8.1236631   7.57449263 11.10202174  8.89086853 11.2524004  12.22690964
 10.71858215 10.77342606 10.6467045   9.25448743  8.21087634  8.53858003]","[ 2.65003065  1.18472638  1.94429211  2.60774187  1.85138141  2.12269068
  1.090666    2.280092   10.53405944  4.1206256   7.86901182  4.14682192]",[0.24099723 0.35914086 0.57114625 0.25241516],[10.13143826 11.48787117 11.11262703  9.66784096],[0.84935307 0.99       0.96761308 0.7       ],[10.44778801 11.48787117 11.11262703 11.03016263],[ 8.1051506  11.48787117  9.89369208  7.73427277],[ 8.45806174 11.48787117  9.93316962  8.72303972],[2.23342564 1.07516438 5.62948261 5.02046431]
02234998,0.1954337899543379,18.426401,0.9875731899005997,18.653219128307853,0.18426401138305665,18.42370893033548,1.138772395541837,"[0.24633431 0.25744167 0.24853372 0.23787879 0.27639296 0.57727273
 0.62463343 0.62683284 0.51363636 0.2888563  0.26060606 0.22320769]","[ 9.01810074  8.72569561 12.11853409  9.97151566 11.09190559 11.80265713
 10.24656868 10.36956215 11.36749268  9.72588062  8.24492931  9.3274889 ]","[0.70661042 0.7        0.7        0.7        0.70408058 0.75160434
 0.7        0.80981012 0.7        0.7        0.7        0.7       ]","[10.42838012  9.60815741 13.4944665  10.82394123 11.76874901 11.80265713
 10.24656868 10.37046838 11.88656338 10.78738637  9.78100139 11.27833855]","[ 7.21448059  6.98055649  9.69482727  7.97721252  8.87352448 11.80265713
 10.24656868 10.36956215  9.09399414  7.7807045   6.59594345  7.46199112]","[ 8.15740521  7.76883677 10.83471904  8.83123114  9.73027764 11.80265713
 10.24656868 10.36973451  9.93176491  8.68270906  7.55146083  8.60689535]","[2.72057913 1.43239015 2.43671819 2.2835834  2.25418705 1.94923826
 1.05110547 2.48955579 8.54162525 3.84980846 7.41107018 4.05749226]",[0.25056661 0.36288711 0.58917984 0.25761704],[ 9.98039055 11.2225256  10.60931301  9.12033939],[0.7        0.7        0.92985041 0.7       ],[11.2686982  11.2225256  10.60931301 10.51386756],[ 7.98431244 11.2225256   9.61073526  7.29627151],[ 8.96962817 11.2225256   9.68078508  8.26155033],[2.08974086 1.12719522 4.53955245 4.82584793]
02234400,0.21110417966313164,18.463654,0.9875652973698863,18.641326842767704,0.24209050330043794,18.41253781026525,7.473092377896072,"[0.23460411 0.24135157 0.23167155 0.2280303  0.26099707 0.54469697
 0.57624633 0.57111437 0.47651515 0.27932551 0.24242424 0.20990392]","[ 9.34808922  9.18484211 12.92759323 10.38759613 11.4033699  12.72529125
 11.08823013 11.2997694  12.65630627 10.69459248  9.41592216  9.79547405]","[0.7        0.72465283 0.7        0.7        0.99       0.99
 0.92170412 0.99       0.7        0.90640585 0.7        0.7       ]","[10.1452599   9.92400414 14.56402105 11.32549943 11.4033699  12.72529125
 11.08897634 11.2997694  13.81602306 10.98189995 11.3605862  11.15443924]","[ 7.47847137  7.34787369 10.34207458  8.3100769  11.4033699  12.72529125
 11.08823013 11.23978681 10.12504501  8.55567398  7.53273773  7.83637924]","[ 8.27850793  8.05720392 11.60865852  9.21470366 11.4033699  12.72529125
 11.08828856 11.24038664 11.23233843  8.78275454  8.68109227  8.83179724]","[ 2.71371397  0.97407624  2.17469228  2.62035604  2.3656838   2.31125821
  1.30117614  3.11282939 10.89828289  4.09199602  7.79717989  3.70035913]",[0.23570889 0.34365634 0.54199605 0.24399306],[10.50423145 11.871912   11.6128931  10.01994801],[0.7        0.83129522 0.7        0.7       ],[11.72892449 11.871912   11.98547953 11.49498754],[ 8.40338516 11.871912   10.7295001   8.0159584 ],[ 9.40104696 11.871912   11.10629393  9.05966714],[1.7864642  1.39396604 5.96268357 4.79969457]
02234635,0.1908675799086758,18.732351,0.996219302268997,18.782066621272385,0.2052000941061528,18.71183310414398,2.5812076966381152,"[0.24706745 0.25824618 0.24266862 0.22575758 0.27199413 0.56439394
 0.58651026 0.60190616 0.49015152 0.2888563  0.25530303 0.22468588]","[ 9.31873035  9.22541142 12.58905029 10.47525692 11.54540253 11.97867012
 10.68740368 10.74922371 11.56285954  9.67297459  8.44725227  9.3960228 ]","[0.7        0.7        0.74187485 0.73592251 0.7        0.81728521
 0.70523574 0.7        0.7        0.7        0.7        0.7       ]","[10.29553794 10.18546831 14.09937154 11.19239417 12.12627867 11.97878656
 10.68740368 10.74975442 12.1918339  11.02713772 10.33181662 10.89831235]","[ 7.45498587  7.38032913 10.07124023  8.38020554  9.23632202 11.9786687
 10.68700821 10.74922338  9.35711373  7.73837967  6.75780182  7.51681824]","[ 8.30715149  8.22187089 11.11100222  9.12284125 10.10330902 11.97869023
 10.68712478 10.74938269 10.20752978  8.72500708  7.83000626  8.53126647]","[2.88090755 1.10850568 2.08525692 2.89593785 2.8667139  1.8211465
 1.50519224 4.15468203 8.67852184 3.31979674 7.068882   3.72684191]",[0.24905565 0.35314685 0.56027668 0.2563785 ],[10.38295746 11.5481472  10.95952606  9.19252682],[0.7  0.99 0.7  0.7 ],[11.54029621 11.5481472  11.23332893 10.5443718 ],[ 8.30636597 11.5481472  10.0066953   7.35402145],[ 9.27654504 11.5481472  10.37468539  8.31112656],[1.88166933 1.64251862 5.02024752 4.47231636]
02234384,0.20675508062207804,18.971697,0.017281876585613094,79.7962319980896,18.16989861294508,19.234917300930995,2.445285594969222,"[0.23607038 0.2461786  0.23313783 0.225      0.25219941 0.53257576
 0.56231672 0.56158358 0.47121212 0.27492669 0.24393939 0.21286031]","[ 9.39306641  9.21652222 12.94538784 10.49199486 11.62992573 12.8475008
 11.22424221 11.42886353 12.72204494 10.67700672  9.1869173   9.79307938]","[0.7        0.80894363 0.80952458 0.7        0.7        0.75938031
 0.8450047  0.99       0.7        0.7        0.81033918 0.7       ]","[10.77235361  9.75442662 13.9909838  11.7171795  11.62992573 12.8475008
 11.2244792  11.42886353 13.78452874 11.64947511  9.58252309 11.68803321]","[ 7.51445312  7.37321777 10.35631027  8.39359589 11.62992573 12.84749193
 11.22424221 11.42886353 10.17763596  8.54180167  7.34953384  7.8344635 ]","[ 8.49182327  7.82816289 11.04862626  9.39067097 11.62992573 12.84749406
 11.22427894 11.42886353 11.25970379  9.4741037   7.77304442  8.99053441]","[ 2.39247875  0.93270759  2.30085175  2.62923757  3.11194648  2.33520818
  1.4353416   3.94743559 10.40261292  4.17050892  8.4842597   3.39163205]",[0.23822715 0.33566434 0.53236166 0.24399306],[10.5300808  12.01533413 11.72929001  9.93144321],[0.7  0.99 0.9  0.7 ],[11.29080815 12.01533413 11.72929001 11.21018949],[ 8.42406464 12.01533413 11.17075239  7.94515457],[ 9.28408769 12.01533413 11.22660615  8.92466505],[2.09565453 1.70828138 5.90348779 4.95053436]
02234365,0.18684931506849314,19.836678,0.999,19.83667755126953,1.6576078078944105,19.818498481526156,3.028618891421897,"[0.22727273 0.23652454 0.22580645 0.20984848 0.23826979 0.51515152
 0.53739003 0.53665689 0.45227273 0.26686217 0.23106061 0.20177384]","[ 9.79993153  9.68767071 13.41018295 11.12941837 12.35322475 13.24384308
 11.66656971 11.95306206 13.19729424 10.9076767   9.64394093 10.40795231]","[0.72716028 0.7        0.81172568 0.72491733 0.7        0.7
 0.99       0.989994   0.7        0.7        0.77793337 0.7       ]","[10.37000774 10.44843818 14.03512688 11.46682747 12.35322475 13.24384308
 11.66656971 11.95330444 14.04294631 12.19273514 10.70231749 12.34992518]","[ 7.86197634  8.1041837  10.72814636  9.95387951 12.35322475 13.24384308
 11.66656971 11.95306206 10.55783539  8.72614136  7.71515274  8.32636185]","[ 8.54626692  8.80746005 11.35076586 10.37006527 12.35322475 13.24384308
 11.66656971 11.95306448 11.60336866  9.76611949  8.37850235  9.53343085]","[ 2.67251297  0.72496654  2.11223983  2.8228152   3.48655562  2.71287845
  1.83974201  4.51039756 10.40099575  4.07225377  8.14935637  3.08556345]",[0.22966507 0.32017982 0.50938735 0.23334159],[10.98299503 12.56120205 12.2114563  10.35368061],[0.7  0.7  0.99 0.7 ],[11.9518234  12.56120205 12.2114563  11.79961358],[ 8.78639603 12.56120205 11.6196471   8.28294449],[ 9.73602424 12.56120205 11.62556519  9.33794522],[1.62870488 2.14957566 6.03881201 4.76328734]
022349993,0.19863013698630136,18.086689,0.9829042772630648,18.086688995361328,0.22077001346406042,17.781258198006267,2.228002293779311,"[0.25806452 0.27192277 0.25953079 0.24772727 0.28958944 0.60681818
 0.65322581 0.65835777 0.53560606 0.30938416 0.2780303  0.24168514]","[ 8.73532772  8.47940159 11.67862129  9.54263687 10.64015007 11.17998695
  9.68409252  9.84230328 10.78851509  9.0922966   7.7595787   8.65275192]","[0.7        0.7        0.7        0.7        0.8600213  0.93072238
 0.7        0.9537241  0.7        0.7        0.7        0.7       ]","[ 9.79351897  9.61859587 13.2332864  10.45860461 10.88284994 11.17998695
  9.68409252  9.84256316 11.8985879  10.85857816  9.31410831 10.24670634]","[ 6.98826218  6.78352127  9.34289703  7.6341095   8.55103798 11.17998695
  9.68409252  9.84230328  9.05488586  7.27383728  6.20766296  6.92220154]","[ 7.82983921  7.63404365 10.51001384  8.48145803  8.87744198 11.17998695
  9.68409252  9.8423153   9.90799647  8.34925954  7.13959657  7.91955298]","[3.07440595 1.25247799 2.42520919 2.65515128 2.80462034 1.55575269
 0.86572419 3.23775792 8.48529998 3.41517716 7.38861714 4.25420053]",[0.26290607 0.38036963 0.61660079 0.2764429 ],[ 9.65048313 10.68842506 10.0538435   8.52523708],[0.7        0.99       0.70005292 0.7       ],[10.92539229 10.68842506 11.2314928   9.9118809 ],[ 7.72038651 10.51066379  8.0430748   6.82018967],[ 8.68188824 10.5124414   8.99943147  7.74769704],[2.16833819 1.41076895 4.64163001 4.80710937]
02235000,0.22175176421751763,17.123686,0.9613785308953111,17.73783381877938,0.31405872421872766,17.064902027277757,5.040119103693631,"[0.25806452 0.27192277 0.25953079 0.24772727 0.28958944 0.60681818
 0.65322581 0.65835777 0.53560606 0.30938416 0.2780303  0.24168514]","[ 8.73532772  8.47940159 11.67862129  9.54263687 10.64015007 11.17998695
  9.68409252  9.84230328 10.78851509  9.0922966   7.7595787   8.65275192]","[0.7        0.7        0.71451737 0.73260646 0.73239847 0.7
 0.99       0.7        0.7        0.7        0.7        0.7       ]","[ 9.93637468  9.51131392 12.2254447  10.95716693 11.49740681 11.17998695
  9.68409252 10.26348224 11.88929636  9.7789577   9.30890743 10.04879568]","[ 6.98826218  6.78352127  9.42896677  7.6341095   8.51212006 11.17998695
  9.68409252  9.08706229  8.63081207  7.27383728  6.20766296  6.92220154]","[ 7.87269593  7.60185906 10.22731264  8.5226736   9.31098736 11.17998695
  9.68409252  9.43998828  9.60835736  8.0253734   7.13803631  7.86017978]","[2.98609161 1.31315131 3.00506913 2.41193023 2.68337579 1.55575269
 0.86572419 3.22743631 8.4879255  3.86012121 7.39112765 4.37210991]",[0.26290607 0.38036963 0.61660079 0.2764429 ],[ 9.65048313 10.68842506 10.0538435   8.52523708],[0.7        0.86494552 0.72699281 0.7       ],[10.93833267 10.68842506 10.58677732  9.91504014],[ 7.72038651 10.68842506  8.0430748   6.82018967],[ 8.68577036 10.68842506  8.73752389  7.74864481],[2.16072734 1.41072703 4.70951158 4.80540882]
02233475,0.21659278024065864,18.13277,0.9624381465392241,18.469529007388985,0.42696495642204396,17.791816860449902,5.999306035263549,"[0.23607038 0.24698311 0.23900293 0.23484848 0.27492669 0.57045455
 0.60117302 0.60483871 0.49772727 0.28519062 0.25681818 0.2165558 ]","[ 8.97294521  8.60219383 12.24966908  9.89713287 11.26041794 12.33301544
 11.00017643 10.86583138 12.14500713 10.16158104  8.90714264  9.57674503]","[0.7        0.7        0.7        0.71723808 0.7        0.99
 0.7        0.7        0.7        0.8694034  0.7        0.74524034]","[ 9.90555961  9.69143007 14.52277481 11.06594344 11.26041794 12.33301544
 11.00017643 10.86583138 13.18232072 10.86349096 10.70571817 10.95333793]","[ 7.17835617  6.88175507  9.79973526  7.9177063  11.26041794 12.33301544
 11.00017643 10.86583138  9.71600571  8.12926483  7.12571411  7.66139603]","[ 7.9965172   7.72465757 11.21664712  8.80790787 11.26041794 12.33301544
 11.00017643 10.86583138 10.75590021  8.48634546  8.19971533  8.50005004]","[ 2.87855042  1.45294989  1.79693561  2.11762554  1.43500152  2.18020597
  1.00525214  1.46709202 10.47158898  4.58372996  7.40855122  4.31044087]",[0.24049358 0.35914086 0.56867589 0.25291058],[ 9.97230721 11.52818489 11.27876759  9.57723999],[0.7  0.99 0.99 0.7 ],[11.24251397 11.52818489 11.27876759 10.99735336],[ 7.97784576 11.52818489 10.05355337  7.66179199],[ 8.95724623 11.52818489 10.06580551  8.6624604 ],[1.99137343 0.83035836 5.47835187 5.09794863]
02233484,0.2421124828532236,16.852497,0.9317474842255952,18.113468637206623,0.20273355514159222,16.891015908486796,6.46248654250276,"[0.271261   0.27353178 0.27272727 0.26363636 0.30645161 0.62348485
 0.66495601 0.68181818 0.56818182 0.33284457 0.28409091 0.25868441]","[ 7.53329992  7.88403177 10.60007095  8.82309246  9.97396851 11.20245266
  9.72808743  9.5519743  10.84133148  8.90405083  8.2238493   8.03517437]","[0.71132973 0.73000666 0.7        0.75650003 0.7244485  0.70743082
 0.84042124 0.90996343 0.7        0.7        0.7        0.7       ]","[ 8.43882807  8.87276692 11.64613313  9.43303319 10.3411586  11.20245266
  9.72808743  9.67793607 11.74669815 10.05962817  9.96256131  9.44712195]","[ 6.02663994  6.30722542  8.48005676  7.05847397  8.0374176  11.20245266
  9.7279603   7.64157944  8.67306519  7.12324066  6.57907944  6.4281395 ]","[ 6.72296694  6.99990454  9.42987967  7.63667906  8.67221689 11.20245266
  9.72798058  7.82492601  9.59515508  8.00415691  7.594124    7.33383423]","[ 3.24426531  1.82777948  3.07894823  2.58501857  1.93482153  1.55966308
  0.67955492  1.21270062 10.38248256  4.86128883  7.20987748  4.55032459]",[0.27247545 0.39685315 0.63908103 0.29204855],[ 8.69789124 10.3581953   9.98751831  8.42976665],[0.7        0.96131632 0.7081998  0.7       ],[ 9.97877179 10.39534164 10.68135123  9.80582779],[6.95831299 8.28655624 8.58536852 6.74381332],[7.86445063 8.36813181 9.1969767  7.66241766],[2.57365829 0.64802555 5.42990266 5.25743804]
02233500,0.24234518742276534,16.590422,0.9299463467745,18.044277204287116,0.17652543288595476,16.79257591777407,6.57276164927618,"[0.27419355 0.27514079 0.27492669 0.26590909 0.30791789 0.62651515
 0.66935484 0.68621701 0.57272727 0.33431085 0.28863636 0.2616408 ]","[ 7.46226835  7.84887218 10.53325939  8.74404335  9.91633892 11.13670254
  9.64116383  9.48291397 10.75135803  8.88660336  8.10037613  7.94223642]","[0.7        0.7        0.7        0.7        0.89887263 0.7
 0.85839162 0.78076113 0.8089743  0.7        0.7        0.7       ]","[ 8.38706056  8.07210026 12.12725032 10.16718473 10.12548604 11.13670254
  9.64116383 10.00709873 11.48270054 10.06860161  9.7990886   9.24251361]","[ 5.96981468  6.27909775  8.42660751  6.99523468  7.93307114 11.13670254
  9.64068666  7.69380084  8.6833737   7.10928268  6.4803009   6.35378914]","[ 6.69498844  6.8169985   9.53680036  7.9468197   8.1547843  11.13670254
  9.64075423  8.20096565  9.21811708  7.99707836  7.47593721  7.22040648]","[ 3.26519438  2.4179817   2.73656107  2.1971762   1.83984643  1.534872
  0.65707296  1.22144109 10.4026907   4.81645915  7.25013015  4.63236157]",[0.27474188 0.3991009  0.64352767 0.29502106],[ 8.63902378 10.29040909  9.90649414  8.35439682],[0.7        0.96016714 0.7        0.7       ],[ 9.88034226 10.35575432 10.73815916  9.79024526],[6.91121902 8.23232727 7.92519531 6.68351746],[7.801956   8.31690944 8.76908447 7.6155358 ],[2.60647827 0.65450638 5.433932   5.23266629]
02234180,0.17929984779299848,20.431171,0.6375947638250322,20.431171417236328,20.431171417236328,20.431171417236328,3.123629356342383,"[0.24560117 0.24698311 0.24046921 0.21893939 0.25439883 0.55
 0.55571848 0.56744868 0.49621212 0.30498534 0.25378788 0.22468588]","[ 8.73664761  9.18202591 12.37254715 10.5049305  11.48682022 12.06334496
 10.82950783 10.93237972 12.49588776 10.32711124  9.39247894  9.26190472]","[0.7        0.74678567 0.82680728 0.79163467 0.99       0.99
 0.99       0.970404   0.77040063 0.7        0.7        0.7       ]","[ 9.67557939  9.76621979 13.20893266 11.1153365  11.48682022 12.06336574
 10.82950783 10.93237972 13.14870993 11.45898156 10.94723599 10.43897506]","[ 6.98931808  7.34562073  9.89803772  8.4039444  10.45100067 12.06334496
 10.82950783 10.93237972  9.99671021  8.261689    7.51398315  7.40952377]","[ 7.79519648  7.9585511  10.47146062  8.9689045  10.46135887 12.06334516
 10.82950783 10.93237972 10.72040735  9.22087676  8.543959    8.31835916]","[ 2.57023205  0.97981008  1.09136762  2.86163377  3.76540281  2.27750691
  1.87324333  4.249645   10.40373141  4.24982951  7.676411    3.45114113]",[0.24427096 0.34015984 0.5402668  0.26133267],[10.10706615 11.58578587 11.36499023  9.72339153],[0.7  0.99 0.99 0.7 ],[11.11838643 11.58654504 11.36499023 11.05333717],[ 8.08565292 11.58578587 10.29709476  7.77871323],[ 8.99547297 11.58579346 10.30777371  8.76110041],[1.36812131 1.97471151 6.09754102 4.821137  ]
02235200,0.2242358934169279,17.021284,0.9716116533227546,17.70427856426023,0.3470916744025908,17.21153672548921,4.820132738507271,"[0.26539589 0.27353178 0.25513196 0.22954545 0.29325513 0.59621212
 0.62756598 0.63856305 0.52575758 0.31964809 0.27348485 0.25203252]","[ 8.99342823  8.93619251 12.13827324 10.39448738 10.42519569 11.24206829
  9.90727425  9.93317699 10.78381062  8.65533447  7.9533639   8.46090031]","[0.7        0.7        0.73010393 0.70000612 0.7192554  0.84230484
 0.7000071  0.98999988 0.70041311 0.7        0.7        0.70000243]","[ 9.76134804 10.03001683 13.1906022  11.81137001 11.62822146 11.24251981
  9.90727425  9.93318088 12.04940045  9.57230532  8.20317909  9.91427273]","[ 7.19474258  7.14895401  9.71061859  8.3155899   8.34015656 11.24206829
  9.90727425  9.83988061  8.62704849  6.92426758  6.36269112  6.76872025]","[ 7.96472422  8.01327286 10.64985248  9.36430254  9.26326303 11.24213949
  9.90727425  9.84081362  9.65234026  7.7186789   6.91483751  7.71237835]","[3.03920904 1.4673423  1.7797642  3.74134522 2.6584942  1.84313268
 1.35261994 4.15174054 7.75199579 3.24176636 7.70889339 3.86084371]",[0.26441702 0.37212787 0.59807312 0.28189249],[10.01718616 10.85041332 10.16786003  8.3743906 ],[0.7       0.99      0.7494605 0.7      ],[10.82650759 10.85041332 10.92435876  9.76874933],[ 8.01374893 10.85041332  8.48691315  6.69951248],[ 8.85757653 10.85041332  9.09758955  7.62028354],[2.0193247  2.01041744 4.63745045 4.38754226]
02246000,0.21944516018208365,17.62129,0.9605542267676104,18.22235224097418,0.2572548203538141,17.5137050820226,4.874174607250521,"[0.29985337 0.31295253 0.29032258 0.24469697 0.26319648 0.56666667
 0.58431085 0.60043988 0.4719697  0.29618768 0.27878788 0.28159645]","[ 9.29476833  9.40035725 11.86523724 10.42576313 10.22184467 11.38989544
 10.01926327  9.74845028 11.74349785  9.45561695  7.77836466  8.99428654]","[0.72766395 0.7        0.7        0.73141578 0.7        0.7
 0.70000024 0.7        0.7667428  0.7        0.7        0.7       ]","[10.80412111 10.05143765 13.0946269  11.33183291 10.63250802 12.52280625
 10.01926327 10.12717859 12.31254574 11.29445165  9.1118398  10.51322521]","[ 7.43581467  7.5202858   9.49218979  8.3406105   8.17747574  9.11191635
 10.01926327  9.00031311  9.48425399  7.56449356  6.22269173  7.19542923]","[ 8.35312593  8.27963135 10.57292092  9.14400564  8.91398542 10.13518332
 10.01926327  9.33837275 10.14397339  8.68348099  7.08943615  8.19076802]","[1.90131106 2.76846516 2.42371772 1.37274109 4.08485028 3.54297171
 0.77640901 1.84663166 6.82532545 6.06502672 3.66681723 4.98984271]",[0.30067993 0.35714286 0.55311265 0.28560812],[10.1816864  10.87888432 10.39997005  8.76784992],[0.7        0.75930744 0.7        0.7       ],[11.84077    11.61698949 11.56476185 10.25789225],[8.14534912 8.8531067  8.31997604 7.01427994],[9.25397538 9.51835274 9.29341179 7.98736363],[1.95021947 2.88362987 3.30015081 4.81193411]
