,02236350_event_rainfall,02237734_event_rainfall,02236500_event_rainfall,02236605_event_rainfall,02236700_event_rainfall,02240954_event_rainfall,02240902_event_rainfall,02231342_event_rainfall,02231396_event_rainfall,02231454_event_rainfall,02231458_event_rainfall,02231600_event_rainfall,02232155_event_rainfall,02232200_event_rainfall,02232415_event_rainfall,02233001_event_rainfall,02233200_event_rainfall,02233460_event_rainfall,02233473_event_rainfall,02234308_event_rainfall,02234324_event_rainfall,02234990_event_rainfall,02234344_event_rainfall,02234998_event_rainfall,02234400_event_rainfall,02234635_event_rainfall,02234384_event_rainfall,02234365_event_rainfall,022349993_event_rainfall,02235000_event_rainfall,02233475_event_rainfall,02233484_event_rainfall,02233500_event_rainfall,02234180_event_rainfall,02235200_event_rainfall,02246000_event_rainfall,02244320_event_rainfall,02244333_event_rainfall,02245255_event_rainfall,02245260_event_rainfall,02245328_event_rainfall,02246150_event_rainfall,02244473_event_rainfall,02245050_event_rainfall,02245140_event_rainfall,02245500_event_rainfall,02246318_event_rainfall,02246300_event_rainfall,02246459_event_rainfall,02246828_event_rainfall,02246832_event_rainfall,02246515_event_rainfall,02246520_event_rainfall,02246359_event_rainfall,02231280_event_rainfall,02231268_event_rainfall
2018-08-11 00:00:00+00:00,1.5254318,,1.5307403,,,,,,,,,,1.0900817,,,,2.0199833,,,2.6164658,3.1369405,1.4496593,3.701826,,,,,,,,,2.5027485,2.6171,,,,,4.395764,,,,,,,,,,,,,,,,,,
2018-08-12 00:00:00+00:00,,1.0807027,,1.7735128,,,,1.5894225,3.768629,,,3.0929604,,,,,,,,,,,,,3.52808,,4.0018086,,,2.4812317,1.5335648,,,,2.208981,0.5813111,,,,1.3783077,,,,,,0.5588633,0.58419514,,0.67398304,,,,,,,
2018-08-13 00:00:00+00:00,1.9709946,,1.9760001,,,,,,,,,,0.5270816,0.21056922,,,,,,,,1.9879475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-14 00:00:00+00:00,,,,1.1302307,,,,,,,,,,,,,0.2705254,,,,,,0.25063044,,,,,,,,0.3813886,1.1230986,1.1611594,,,2.3959332,,0.14664038,,0.8436364,,,,,,1.0890027,1.7215284,,1.9052032,,,,,,,
2018-08-15 00:00:00+00:00,,1.3406217,,,,,,,,,,1.150675,,,,,,,,,,,,,1.45606,,,,,,,,,,1.047291,,,,,,,,,,,,,,,,,,,,,
2018-08-16 00:00:00+00:00,0.3959071,,0.39787295,,,,,3.6475635,2.9571376,,,,,,,,0.4225254,,,1.4064311,1.246,1.6830568,0.7695652,,,,1.0517021,,,1.6471125,0.36159587,,,,,2.3498602,,,,2.4143636,,,,,,1.123756,,,,,,,,,,
2018-08-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4152112,,2.4845593,,,,,,,
2018-08-18 00:00:00+00:00,,,,,,,,,1.030075,,,0.4068691,,,,,,,,,,,,,,,,,,,,,,,,0.67380583,,,,,,,,,,1.2712815,,,,,,0.44542855,,,,
2018-08-19 00:00:00+00:00,2.5056283,3.4126353,2.5311327,4.2323847,,,,1.6628239,,,,,,,,,4.579746,,,5.0747237,4.7697973,4.165092,4.541232,,3.03252,,1.7272766,,,3.731779,4.7628703,3.0630858,3.0408046,,2.7695444,,,0.9035762,,2.978014,,,,,,,,,,,,,,,,
2018-08-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9076303,,,,,,,,,,1.1347266,2.5357888,,2.1205761,,,1.4262143,,,,
2018-08-21 00:00:00+00:00,0.75264484,,0.74132043,,,,,2.0007255,1.1562083,,,1.7077793,,0.5023231,,,2.1454237,,,4.072103,3.61475,4.3988905,3.0010579,,3.042,,3.174617,,,3.5213482,2.2746372,1.8037567,1.8079265,,,,,2.1615927,,2.3162167,,,,,,,,,,,,,,,,
2018-08-22 00:00:00+00:00,,0.60443246,,,,,,,,,,,1.1698776,,,,,,,,,,,,,,,,,,,,,,0.76864874,1.4022024,,,,,,,,,,0.68343437,1.2046666,,1.2145255,,,1.009643,,,,
2018-08-23 00:00:00+00:00,1.3354207,,1.3385249,1.7007434,,,,,5.1400247,,,7.623557,,1.2073386,,,2.7160168,,,3.8575864,3.4666786,3.3301048,3.254935,,1.3506,,,,,2.2231882,3.0764925,3.2141495,3.2818751,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24 00:00:00+00:00,,1.6076081,,,,,,,,,,,,,,,,,,,,,,,,,0.6867234,,,,,,,,2.7109873,,,2.1968956,,2.1525803,,,,,,,,,,,,0.66453576,,,,
2018-08-25 00:00:00+00:00,1.0488579,,1.0461603,,,,,1.5200562,1.8140417,,,,,,,,,,,,,,,,0.40767998,,,,,,,,,,,,,,,,,,,,,0.41947183,,,,,,,,,,
2018-08-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90113294,,,,,,,,,,,,2.529607,,,,
2018-08-27 00:00:00+00:00,2.2161093,2.4081283,2.2151382,,,,,3.7839437,2.3391209,,,0.9462838,0.47710204,1.2271384,,,2.0317626,,,1.4909999,1.4653215,1.4212096,1.4765869,,1.41302,,1.6167234,,,1.4684373,1.7507254,2.0512354,2.0352829,,1.8321772,,,0.9259413,,,,,,,,0.27478012,,,,,,,,,,
2018-08-28 00:00:00+00:00,,,,1.9909744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76741755,,,,2.085944,,,,,,,,,,,,,,,,
2018-08-29 00:00:00+00:00,1.3832514,,1.3753314,,,,,,,,,0.59691036,,,,,,,,,,0.64265937,,,,,,,,0.7975,,,,,,,,0.88794124,,,,,,,,2.1356168,0.4958455,,0.77533895,,,1.3791429,,,,
2018-08-30 00:00:00+00:00,,0.89852697,,,,,,1.4278733,1.0912958,,,,,,,,,,,0.18008621,0.20779762,,0.22767392,,0.41553998,,0.6980638,,,,0.031979274,0.10648521,,,0.6469778,1.8542464,,,,,,,,,,,,,,,,,,,,
2018-08-31 00:00:00+00:00,,,,,,,,,,,,0.47693974,0.7151836,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039888114,,,,,,,,,,,,,,,,
2018-09-01 00:00:00+00:00,1.6624973,,1.661685,1.5174103,,,,0.8525141,,,,,,1.4624922,,,1.0243049,,,1.4173448,1.3497856,1.6163145,1.2719419,,1.1894201,,1.0416596,,,1.3441775,1.1183678,1.1581068,1.1639047,,,,,0.70813763,,,,,,,,,,,,,,1.8169998,,,,
2018-09-02 00:00:00+00:00,,3.049662,,,,,,,1.8878,,,1.7476927,2.58951,,,,,,,,,,,,,,,,,,,,,,2.1202087,2.1752858,,,,2.7263217,,,,,,1.9817747,4.0737805,,4.7860847,,,,,,,
2018-09-03 00:00:00+00:00,1.6139234,,1.6192596,1.4123846,,,,1.6812464,,,,,,,,,0.80347455,,,1.1482413,1.1819404,1.3480785,1.2354637,,1.3564601,,1.6057873,,,1.3729936,1.002772,0.9252073,0.9610547,,,,,1.6166147,,,,,,,,,,,,,,2.3317857,,,,
2018-09-05 00:00:00+00:00,,,,,,,,,0.28059584,,,0.2696529,,0.51352304,,,,,,,,,,,,,,,,,,,,,,0.54643214,,,,0.5423706,,,,,,0.5867346,0.39590245,,0.6874577,,,,,,,
2018-09-06 00:00:00+00:00,0.76780874,0.96495265,0.7663647,0.3938974,,,,0.76968306,,,,,0.37428573,,,,,,,,,0.4251616,,,,,,,,0.5314437,,0.8334424,0.8341532,,,,,0.41178164,,,,,,,,,,,,,,0.15257141,,,,
2018-09-07 00:00:00+00:00,,,,,,,,,0.6921792,,,0.89657056,,0.25115386,,,1.3701355,,,1.9051033,1.8023691,,1.7542899,,1.3064001,,1.1983404,,,,1.6430829,,,,1.0831012,1.8527203,,,,,,,,,,1.6258285,0.6453089,,,,,,,,,
2018-09-08 00:00:00+00:00,2.142776,0.6834527,2.1551824,1.8147436,,,,0.3805141,,,,,,,,,,,,,,5.890424,,,,,,,,3.5973225,,1.7024539,1.6642109,,,,,0.12934129,,0.39154547,,,,,,,,,0.31005085,,,0.11392858,,,,
2018-09-09 00:00:00+00:00,,,,,,,,,0.26417917,,,0.62807935,2.4031632,1.7431233,,,2.4195423,,,4.614983,4.2050595,,3.612964,,3.68008,,3.7289786,,,,2.9276166,,,,1.0698354,1.2402568,,,,,,,,,,2.4425282,,,,,,,,,,
2018-09-10 00:00:00+00:00,0.5499016,0.3517973,0.551221,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3888614,,0.82261515,0.79902804,,,,,0.13181101,,0.18539861,,,,,,,1.16013,,0.68145764,,,0.34153572,,,,
2018-09-12 00:00:00+00:00,0.77646995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8610054,,,,0.25698736,,,0.11200551,,,,,,,,0.314874,,,,,,0.067464285,,,,
2018-09-13 00:00:00+00:00,,,0.75446415,,,,,0.27719015,0.6784376,,,0.9376912,0.024734695,,,,1.90739,,,2.402224,1.9653215,2.0041308,1.4417464,,0.71080005,,,,,1.1139437,,0.65835696,,,,0.060688935,,,,0.22576222,,,,,,,,,,,,,,,,
2018-09-15 00:00:00+00:00,3.4124699,,3.3803203,2.4275897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045245875,,,,,,,,,,,,,,,,,,
2018-09-16 00:00:00+00:00,,,,,,,,,,,,0.008714707,,,,,0.40986437,,,0.63029313,0.5423333,0.29248032,0.4271304,,,,,,,0.14497402,0.451658,0.29774177,0.2840547,,,1.2875031,,,,,,,,,,1.1021125,,,,,,1.2636786,,,,
2018-09-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.362561,,1.045339,,,,,,,
2018-09-18 00:00:00+00:00,,,,,,,,,,,,1.5462897,,,,,0.91227114,,,1.6084484,1.7645477,2.3016334,1.8408768,,2.2866,,1.8908085,,,2.1011994,1.242368,1.1030197,1.1063436,,,,,0.14775412,,0.054440565,,,,,,,,,,,,2.249393,,,,
2018-09-19 00:00:00+00:00,1.4360001,,1.4333149,1.4402821,,,,,0.0939375,,,,0.74208164,2.1809385,,,,,,,,,,,,,,,,,,,,,0.40462026,1.1194322,,,,,,,,,,1.3584584,0.6202439,,0.14352542,,,,,,,
2018-09-20 00:00:00+00:00,,0.16120271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38909906,,,,,,,,,,,,,,,,,,
2018-09-21 00:00:00+00:00,,,,,,,,0.77795774,,,,1.0269853,,0.30175388,,,,,,,,,,,,,,,,,,0.07756908,0.073690616,,,0.39578706,,,,0.11654545,,,,,,,0.43429264,,0.601983,,,0.2149643,,,,
2018-09-22 00:00:00+00:00,,,,,,,,,1.5331208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08863002,,,,,,,,,,
2018-09-23 00:00:00+00:00,1.8456829,,1.8662708,2.3180256,,,,0.42111263,,,,,,,,,,,,,,0.3786244,,,,,,,,0.2282316,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-24 00:00:00+00:00,,0.4335135,,,,,,,,,,0.064435296,0.51408166,0.064615384,,,,,,,,,,,,,,,,,,,,,,0.20833401,,0.06646238,,0.26072726,,,,,,0.20794907,0.0773252,,,,,,,,,
2018-09-25 00:00:00+00:00,,,,,,,,0.20400706,0.08927499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22971186,,,1.0866429,,,,
2018-09-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025021,,,,,,,,,,2.3181849,0.16456097,,,,,,,,,
2018-09-27 00:00:00+00:00,0.10994536,0.30237836,0.11059117,0.017692309,,,,0.13749295,0.0015958333,,,0.06632206,,,,,0.16808476,,,,,0.11695634,,,,,,,,0.209342,0.051383425,0.08594079,0.081643745,,0.21101268,,,,,,,,,,,,,,,,,,,,,
2018-09-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35319,,0.021291744,,0.4616014,,,,,,2.2775016,0.45564222,,0.31252542,,,0.004892857,,,,
2018-09-30 00:00:00+00:00,,0.39852706,,,,,,0.96774644,0.1737125,,,0.61333674,0.38132653,,,,,,,,,,,,,,,,,0.18910822,,,,,0.67161393,,,3.409778,,3.7626572,,,,,,,1.2654716,,1.5203052,,,3.4786072,,,,
2018-10-01 00:00:00+00:00,,,,,,,,,,,,,,0.24189231,,,0.3157627,,,0.16874138,0.11651192,0.25681657,0.073,,0.025440002,,0.14372341,,,,0.28173575,0.43456584,0.41446877,,,1.1307849,,,,,,,,,,1.8797264,,,,,,,,,,
2018-10-02 00:00:00+00:00,0.13268852,0.2729527,0.13382873,0.1418718,,,,1.1897676,0.5112958,,,,,,,,,,,,,,,,,,,,,0.22813854,,,,,0.39756963,,,,,,,,,,,,,,,,,,,,,
2018-10-03 00:00:00+00:00,,,,,,,,,,,,0.21160586,1.8234489,,,,,,,0.670569,0.71758336,,0.7640507,,0.50754,,0.10878722,,,,,,,,,,,0.09296697,,,,,,,,,,,,,,,,,,
2018-10-04 00:00:00+00:00,,,,,,,,0.3289014,0.27945,,,,,0.019353846,,,0.15022035,,,,,0.20431876,,,,,,,,0.101274885,0.4916218,0.35525823,0.3619172,,,,,,,,,,,,,,,,,,,,,,,
2018-10-06 00:00:00+00:00,,,,,,,,,,,,0.42326322,,,,,,,,,,,,,,,,,,,,,,,0.12568986,,,0.94144404,,,,,,,,,,,,,,,,,,
2018-10-07 00:00:00+00:00,0.96560115,1.1947906,0.960884,0.39892307,,,,1.436197,1.9244334,,,,1.4829795,0.6243847,,,2.1569152,,,2.0068793,1.9345834,1.6581005,1.8327463,,1.8353401,,1.7235959,,,1.7725823,1.9698082,1.8545115,1.8385187,,,0.93261176,,,,2.2533705,,,,,,1.8068072,0.60423577,,0.4045763,,,0.8654642,,,,
2018-10-08 00:00:00+00:00,,,,,,,,,,,,1.1088442,,,,,,,,,,,,,,,,,,,,,,,0.8780633,,,2.805846,,,,,,,,,,,,,,,,,,
2018-10-09 00:00:00+00:00,1.5870929,1.4380878,1.5877017,1.081359,,,,1.0513873,0.7061459,,,,,,,,,,,,,1.5450437,,,,,,,,,,,,,,2.1328373,,,,2.4848113,,,,,,1.9854317,1.9456097,,1.8574915,,,2.094393,,,,
2018-10-10 00:00:00+00:00,,,,,,,,,,,,,,,,,0.5088644,,,0.74463797,0.6768215,,0.5426884,,0.58057994,,0.6205319,,,1.02521,0.35598963,0.25053126,0.2419875,,1.0781171,,,0.7101504,,,,,,,,,,,,,,,,,,
2018-10-11 00:00:00+00:00,,,,,,,,0.45945773,0.44977498,,,0.68663824,1.3892858,0.18996923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5206263,,,,,,,,,,,1.2020975,,0.8852712,,,,,,,
2018-10-18 00:00:00+00:00,,0.010344594,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024108222,,0.8416316,0.8686406,,0.04163608,,,1.0988734,,3.0977345,,,,,,,,,,,,0.28167856,,,,
2018-10-19 00:00:00+00:00,,,,,,,,,,,,0.053436764,0.52722454,0.8494461,,,1.0042881,,,0.054775864,0.35746425,,0.8074856,,0.50233996,,0.02006383,,,,1.1131347,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-23 00:00:00+00:00,,0.0069594597,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08877921,,,,,0.14692087,0.15118997,,1.6566238,,0.18995105,,,,,,0.118155494,0.15647969,,0.1341017,,,0.08121429,,,,
2018-10-24 00:00:00+00:00,,,,,,,,,0.5061875,,,0.7052573,0.40697962,0.6930154,,,,,,0.85887927,0.8807143,0.6714716,0.88633335,,0.91652,,0.7490426,,,,0.74560624,0.72287005,0.73053753,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25 00:00:00+00:00,0.19753553,0.7661959,0.20001657,,,,,,,,,,,,,,0.82611865,,,,,,,,,,,,,1.0119698,,,,,0.8655569,0.34865347,,6.5892954,,1.7929093,,,,,,0.57921183,0.20267479,,0.15381356,,,0.15410714,,,,
2018-10-26 00:00:00+00:00,,,,0.38810256,,,,,,,,,,,,,,,,0.42731032,0.42091665,0.5426506,0.4057971,,0.36214,,0.31697872,,,,0.27712953,0.22134046,0.22643904,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01 00:00:00+00:00,,,,,,,,,,,,0.6170471,0.1725306,0.2769231,,,,,,,,,,,,,,,,,,0.4007072,0.40386564,,,1.5474176,,,,,,,,,,1.0495443,1.2870731,,,,,1.0754286,,,,
2018-11-02 00:00:00+00:00,1.3386995,1.6670678,1.3480884,2.093923,,,,0.685007,0.7821584,,,,,,,,0.37591526,,,0.8081034,0.78172624,1.123511,0.6816305,,0.90395993,,0.9871276,,,1.4055392,0.43213472,,,,1.6237783,,,1.4369487,,1.5248392,,,,,,,,,1.3912373,,,,,,,
2018-11-03 00:00:00+00:00,,,,,,,,,,,,2.1692133,0.76116323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-04 00:00:00+00:00,1.6145464,1.1638919,1.6154363,1.4688461,,,,0.8981408,0.59695417,,,,,1.3361385,,,2.2905083,,,1.7537243,1.6845953,1.7227468,1.6328768,,1.6067402,,1.6381916,,,1.7516775,1.970052,2.2207382,2.2008686,,1.4663196,1.1266409,,1.0546954,,0.45181817,,,,,,0.3153378,0.4657317,,0.59683055,,,0.29714283,,,,
2018-11-07 00:00:00+00:00,0.064601086,,0.06531491,,,,,,,,,0.009761764,,,,,0.14218645,,,0.29339653,0.2409643,0.3869651,0.14667392,,0.23064001,,0.46868086,,,0.30086797,0.100720204,,,,,,,,,,,,,,,,,,0.9247797,,,0.4557143,,,,
2018-11-08 00:00:00+00:00,,0.11171621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14428166,0.5388893,,3.2662845,,2.2628045,,,,,,0.92073995,0.3147317,,,,,,,,,
2018-11-09 00:00:00+00:00,,,,,,,,,,,,0.08770587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.788678,,,0.9924998,,,,
2018-11-11 00:00:00+00:00,,,,,,,,,0.3855417,,,0.52385885,,,,,,,,,,,,,,,,,,,,,,,,,,1.5755725,,,,,,,,,,,,,,0.9396429,,,,
2018-11-12 00:00:00+00:00,,0.13793243,,,,,,,,,,,0.9840816,0.66350776,,,0.42428812,,,0.42227587,0.4306786,0.48032314,0.44165215,,0.49176002,,0.6357659,,,0.38865802,0.42101035,0.43140787,0.42998284,,0.50915194,0.7162213,,,,2.2898602,,,,,,0.847571,0.1802927,,0.1929661,,,,,,,
2018-11-13 00:00:00+00:00,0.36561745,,0.36311603,0.176,,,,1.8509576,0.5486417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0401783,,,,
2018-11-14 00:00:00+00:00,,1.255358,,,,,,,,,,0.22125736,,0.2926769,,,0.8107797,,,0.6679483,0.7710595,0.74175537,0.84444207,,0.94198,,0.7497872,,,0.68855846,0.75693786,0.7454671,0.7337672,,1.2805159,2.4709897,,0.76543844,,0.6162797,,,,,,2.742059,1.7277886,,2.059339,,,,,,,
2018-11-18 00:00:00+00:00,,,,,,,,0.03538028,0.13499166,,,0.03863088,,0.11183077,,,,,,,,,,,,,,,,,0.004176166,,0.0012593749,,,,,0.037988994,,,,,,,,0.20287934,,,,,,,,,,
2018-11-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1065094,,,,,,,,,,,,,,,,,,,,
2018-11-20 00:00:00+00:00,0.08312569,0.7598649,0.08396685,0.1251282,,,,0.34536618,0.170125,,,,,0.26773846,,,,,,0.24100001,0.20521429,0.47744983,0.12491305,,0.64412,,1.2167447,,,0.7601104,,,,,0.7323323,,,0.6261486,,0.3353637,,,,,,0.10226542,0.09146342,,0.03747458,,,0.07978572,,,,
2018-11-22 00:00:00+00:00,,,,,,,,0.008429578,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6883882,,0.343134,,1.3853567,,,,,,0.79571044,1.8905853,,2.200441,,,4.950786,,,,
2018-11-24 00:00:00+00:00,,,,,,,,,0.002791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25 00:00:00+00:00,,,,,,,,0.973993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26 00:00:00+00:00,0.640776,0.45099998,0.63697237,0.46366668,,,,,0.6954667,,,0.46143526,1.6774899,0.5946461,,,0.4408136,,,0.4001379,0.40654764,0.42751527,0.43468842,,0.37722,,0.3371915,,,0.36036363,0.45907253,0.59296215,0.5912765,,0.6083101,1.432215,,0.32809174,,1.8337202,,,,,,1.5270697,1.1569756,,1.0314406,,,1.1384643,,,,
2018-11-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4590087,,0.42626238,,0.63212585,,,,,,2.5361905,1.4721057,,,,,1.9877503,,,,
2018-12-01 00:00:00+00:00,,0.84614867,,,,,,,,,,,,,,,,,,,,0.0015720524,,,,,0.13021275,,,0.10972079,,,,,0.13923734,,,,,,,,,,,,,,,,,,,,,
2018-12-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.663971,,,,0.9404475,,,,,,,,,6.2369323,,,,,,,
2018-12-03 00:00:00+00:00,2.3143828,2.7384124,2.3162541,2.009359,,,,0.70192957,0.8430708,,,0.9251617,1.0592041,0.3273231,,,1.1424747,,,1.5237415,1.5783689,1.8897905,1.6842391,,2.02492,,2.9144466,,,2.2221665,1.2981399,1.4479884,1.5063422,,1.5566329,,,1.1474624,,,,,,,,0.4392681,4.744033,,,,,4.6913214,,,,
2018-12-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2677178,,1.7775303,,2.9679303,,,,,,3.5445175,2.553447,,2.965966,,,2.8835356,,,,
2018-12-09 00:00:00+00:00,3.4818523,2.4449258,3.4745636,3.142282,,,,0.21079579,0.42487916,,,0.9786221,0.90161216,1.2358769,,,2.6962035,,,2.6778793,2.646274,2.6364932,2.6679492,,2.4743,,2.4747658,,,2.6961665,2.6899066,2.4246943,2.444117,,2.0993164,,,,,,,,,,,,,,,,,,,,,
2018-12-13 00:00:00+00:00,,,,,,,,,,,,2.7230074,,,,,,,,,,,,,,,,,,,,,,,,7.350839,,8.550626,,10.104567,,,,,,8.212878,5.5758214,,4.8681192,,,4.8120356,,,,
2018-12-14 00:00:00+00:00,2.629962,5.6276016,2.6393209,3.8129745,,,,1.4325564,2.7970123,,,,0.40889797,0.9799077,,,2.1571865,,,2.5227585,2.4292855,2.4915981,2.2721379,,2.17328,,2.395532,,,3.3372378,2.1440363,1.9318289,1.9057751,,6.5216994,,,,,,,,,,,,,,,,,,,,,
2018-12-15 00:00:00+00:00,,,,,,,,,,,,0.78006464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17 00:00:00+00:00,,,,,,,,0.057450704,0.022391668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19 00:00:00+00:00,11.087858,6.61548,11.080607,9.850307,,,,1.9908098,1.9614668,,,2.793378,3.5399387,3.2660923,,,9.320491,,,10.065553,9.596976,9.543986,9.218087,,8.49422,,8.898745,,,8.885268,9.305746,7.856893,7.882802,,6.057639,4.098484,,5.7874827,,4.175098,,,,,,5.625627,4.074772,,3.622644,,,2.972643,,,,
2018-12-27 00:00:00+00:00,,,,,,,,0.15448591,0.0962125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48477608,,,,,,,,1.4373672,,,,,,,,,,
2018-12-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.197188,,,,2.0066085,,,,,,,1.6453171,,1.2459829,,,1.3309642,,,,
2018-12-29 00:00:00+00:00,,0.013175676,,,,,,,0.029354164,,,0.031007353,,,,,,,,,,,,,,,,,,0.012932901,,,,,,,,0.3621578,,,,,,,,0.9846327,,,,,,,,,,
2018-12-31 00:00:00+00:00,,,,,,,,,,,,0.016673528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02 00:00:00+00:00,,,,,,,,,0.031316668,,,0.088929415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03 00:00:00+00:00,,,,,,,,0.5404578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04 00:00:00+00:00,0.91507655,1.346973,0.9170166,1.1780256,,,,,0.28088334,,,0.4405735,,0.22956924,0.3325845,,0.38347453,,,0.57315516,0.54992855,0.8078908,0.5097391,,0.54484,,0.6400213,,,0.9678853,0.41291195,0.3452648,0.35098594,,1.1976172,1.7482172,,0.8250532,,1.43307,,,,,,1.725858,1.6177561,,,,,1.7652857,,,,
2019-01-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04935073,,,,,,,,,,0.10571313,,,,,,,,,,
2019-01-19 00:00:00+00:00,1.1549617,0.8211216,1.1561491,1.3012822,,,,0.59652114,0.5378417,,,0.2073544,,0.30441537,0.2832465,,1.1412711,,,0.6527414,0.6389643,0.648869,0.66656524,,0.55373996,,0.6266171,,,0.7447035,1.0017254,0.93091285,0.9216374,,0.6362215,1.4056785,,0.7265064,,1.4498112,,,,,,2.6036544,0.98339844,,,,,1.3961786,,,,
2019-01-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.232723,,,,,,,,,,,,,,,,,,
2019-01-23 00:00:00+00:00,2.3202624,2.3666623,2.3231602,3.1008205,,,,2.3558874,1.7323,,,1.8945986,,1.0113076,1.9747465,,2.7312202,,,1.8221725,1.8506428,1.64562,1.9261158,,1.6319602,,1.4253404,,,1.6738617,2.4240208,2.2177138,2.1931014,,2.433595,4.417795,,,,2.0593846,,,,,,2.4434826,4.726114,,,,,2.6865714,,,,
2019-01-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48750275,,,,,,,,,,,,,,,,,,
2019-01-26 00:00:00+00:00,4.8544426,6.0228376,4.848077,5.169154,,,,7.934648,7.7170744,,,8.064685,,7.5114303,6.9745355,,5.801661,,,5.603569,5.589381,5.30714,5.6994348,,5.2335196,,5.265106,,,5.636396,6.0163217,6.063747,6.0445814,,6.088671,4.516827,,5.6031303,,6.0829926,,,,,,4.9954023,4.959594,,,,,4.8585715,,,,
2019-01-31 00:00:00+00:00,,,,,,,,,,,,,,0.7647692,0.3570493,,,,,,,,,,,,,,,,,,,,,0.44409603,,,,,,,,,,0.4327078,,,,,,,,,,
2019-02-01 00:00:00+00:00,,,,,,,,0.110753536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10368532,,,,,,,0.7628943,,,,,0.7336429,,,,
2019-02-02 00:00:00+00:00,0.3042459,,0.30117124,0.099923074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41530475,,,,,,,,,,0.6075388,,,,,,,,,,
2019-02-03 00:00:00+00:00,,0.2126284,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17393288,,,,,0.3986804,,,,,,,,,,,,0.33053657,,,,,0.3964643,,,,
